Format Version,1.23,Take Name,mono_april_random_0,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-08-27 10.40.59.625 AM,Total Frames in Take,3441,Total Exported Frames,3441,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,"RigidBody:Marker1","RigidBody:Marker1","RigidBody:Marker1","RigidBody:Marker1","RigidBody:Marker2","RigidBody:Marker2","RigidBody:Marker2","RigidBody:Marker2","RigidBody:Marker3","RigidBody:Marker3","RigidBody:Marker3","RigidBody:Marker3","RigidBody:Marker4","RigidBody:Marker4","RigidBody:Marker4","RigidBody:Marker4","RigidBody:Marker5","RigidBody:Marker5","RigidBody:Marker5","RigidBody:Marker5","RigidBody:Marker6","RigidBody:Marker6","RigidBody:Marker6","RigidBody:Marker6",RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker1,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker2,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker3,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker4,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker5,RigidBody:Marker6,RigidBody:Marker6,RigidBody:Marker6
,ID,"C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C79C39F5643111EFEA32166A2DCF3B5","C8890","C8890","C8890","C8B10","C8B10","C8B10","C8B70","C8B70","C8B70","C8B80","C8B80","C8B80","C8B90","C8B90","C8B90","C8BA0","C8BA0","C8BA0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000036,0.175490,0.000787,-0.984481,-0.630209,0.124918,0.090172,0.000216,-0.585853,0.161208,0.118884,0.944539,-0.677903,0.161630,0.114824,0.955220,-0.586929,0.070447,0.118799,0.865165,-0.598229,0.142308,0.063185,0.922893,-0.678769,0.070706,0.114171,0.883344,-0.653570,0.143209,0.011168,0.926030,-0.585988,0.161162,0.119054,-0.678078,0.161589,0.114820,-0.586591,0.070354,0.118389,-0.597977,0.142439,0.063305,-0.679053,0.071052,0.114304,-0.653566,0.142913,0.011159
1,0.010000,-0.000018,0.175666,0.000688,-0.984450,-0.630200,0.124903,0.090182,0.000179,-0.585862,0.161204,0.118907,0.950280,-0.677911,0.161608,0.114814,0.961699,-0.586920,0.070443,0.118828,0.889977,-0.598214,0.142297,0.063205,0.927250,-0.678759,0.070684,0.114167,0.890339,-0.653536,0.143184,0.011168,0.937917,-0.585984,0.161152,0.119055,-0.678016,0.161501,0.114783,-0.586637,0.070379,0.118497,-0.597979,0.142440,0.063300,-0.679026,0.071012,0.114285,-0.653559,0.142937,0.011169
2,0.020000,-0.000029,0.175707,0.000754,-0.984442,-0.630207,0.124953,0.090177,0.000222,-0.585867,0.161247,0.118908,0.950280,-0.677915,0.161662,0.114807,0.961699,-0.586936,0.070486,0.118825,0.889977,-0.598216,0.142344,0.063203,0.927250,-0.678774,0.070739,0.114156,0.890339,-0.653534,0.143240,0.011162,0.937917,-0.586029,0.161114,0.119038,-0.678072,0.161634,0.114806,-0.586625,0.070407,0.118459,-0.597917,0.142568,0.063323,-0.679037,0.071076,0.114269,-0.653563,0.142919,0.011167
3,0.030000,-0.000099,0.175594,0.000582,-0.984463,-0.630191,0.124908,0.090165,0.000212,-0.585857,0.161216,0.118889,0.940712,-0.677906,0.161598,0.114809,0.964266,-0.586894,0.070455,0.118799,0.862396,-0.598212,0.142313,0.063186,0.914356,-0.678733,0.070674,0.114151,0.876175,-0.653543,0.143193,0.011157,0.921367,-0.586015,0.161202,0.119065,-0.678020,0.161522,0.114767,-0.586550,0.070294,0.118400,-0.597962,0.142508,0.063315,-0.679034,0.071044,0.114287,-0.653563,0.142879,0.011157
4,0.040000,-0.000119,0.175566,0.000602,-0.984467,-0.630187,0.124923,0.090169,0.000194,-0.585850,0.161228,0.118892,0.940712,-0.677899,0.161613,0.114817,0.964266,-0.586890,0.070467,0.118798,0.862396,-0.598209,0.142328,0.063189,0.914356,-0.678729,0.070690,0.114156,0.876175,-0.653542,0.143212,0.011164,0.921367,-0.585975,0.161133,0.119072,-0.678019,0.161490,0.114774,-0.586586,0.070378,0.118430,-0.597972,0.142562,0.063273,-0.679017,0.071064,0.114307,-0.653551,0.142911,0.011159
5,0.050000,-0.000171,0.175504,0.000716,-0.984478,-0.630186,0.124914,0.090167,0.000214,-0.585839,0.161206,0.118889,0.943580,-0.677889,0.161611,0.114826,0.953992,-0.586897,0.070445,0.118782,0.864309,-0.598209,0.142316,0.063185,0.924799,-0.678737,0.070687,0.114152,0.885431,-0.653548,0.143220,0.011167,0.927395,-0.585981,0.161161,0.119059,-0.678072,0.161593,0.114818,-0.586538,0.070316,0.118397,-0.597963,0.142455,0.063291,-0.679013,0.071032,0.114274,-0.653552,0.142929,0.011164
